Id,Price
4567,161943.5463837379
5925,123967.15032760813
960,143699.18194898797
3848,114007.91133908991
746,185994.06233857988
868,370861.9811718816
672,109629.6684940695
2471,217467.0971071897
4510,109620.50611717837
8354,259818.01753279724
6393,174878.48834332594
13270,227849.25136324478
5250,290718.36930394697
16751,168025.4328646092
11404,145374.76711741072
10588,341624.48337946006
14925,200342.47115713957
6791,198163.20952265745
16097,197947.81788788497
16428,384490.24757971877
6945,315663.9738370028
3190,188683.51469985687
15709,436481.1425452931
13155,147000.78038439303
7675,200564.91557894394
14686,230386.6118076448
609,156374.6592621172
11155,171699.68060782898
10869,190117.4843495884
15742,193791.1867321342
9245,186567.64542184336
3340,166613.55258436353
2359,278259.3755330948
8070,206830.8759242271
13707,119804.13486496423
16079,255892.84878988567
15937,300267.9367286886
14090,187144.6405169354
9008,228654.219453269
16384,156267.5830547883
11657,231655.6353294339
13151,149283.69097056423
8990,161004.05415267008
11857,177257.48883881987
1565,157579.95600999024
8174,88373.38403226879
9247,242003.61883740156
10478,227363.47151781563
15509,142709.6575461557
8306,254210.81156577254
6642,175047.30311821637
7472,211909.4328151046
15989,132331.33616155703
13682,139954.86112055156
163,246285.46061030074
7076,198589.79790272538
7478,300670.3159665752
3029,185497.89496457553
1814,126322.77938117491
10057,127828.18380066803
15100,196012.04027882672
12694,216515.663718251
6291,179558.81232501948
12603,164559.79353471604
3218,218052.82261356153
13456,114746.73621861421
10170,228119.41867460264
4530,160206.572610616
13329,162786.38371255083
4820,148366.51950107006
10896,177615.4413538172
13416,132366.30607650342
2701,228455.98604223458
11265,346119.99795252684
9189,270672.45065015455
1858,167427.70997660543
14536,242035.1958858622
6199,299391.24889141036
14730,155091.1505048625
7510,268868.4579585947
15505,161285.57381492897
7446,176035.74346839022
14016,180484.10660916698
14113,96551.35554238792
8721,301983.9399383148
6193,300688.0533620554
5717,178909.7355823346
5427,302151.84202668926
9520,493222.5425591436
6869,93820.76527807734
1658,148192.308951463
6639,243282.40429999772
6283,187821.6506537565
6257,125215.33674366363
15235,168549.5087042691
902,247943.54688756674
8932,190752.29271394692
16469,411601.0689795836
2825,279693.4231569957
6450,437365.74106335867
11366,179632.17727227954
3801,391744.34792952234
11385,182071.41582455824
1079,196618.8845987703
3202,236784.3173284606
676,236452.89952626993
6185,295181.33423959045
7730,153683.32493022206
2573,175594.55915600373
10978,201233.76843563956
10962,255538.66335099557
8870,190399.30181365513
8496,162078.7632236631
5517,149347.1997514519
927,174563.03365013137
13675,205445.76569786863
1499,215796.31060497396
15536,354988.4487592492
8602,346672.86633872153
12137,432923.93803348724
9865,260289.77995045047
16353,284747.6916806715
15908,215234.83979954268
3944,179075.69818620398
10359,201241.71181027134
15158,225537.8082463614
3259,256878.52658762038
7220,304383.9386463847
13843,213260.48272527207
16736,192215.07703072942
702,266355.58780466986
16401,130921.17874303898
12134,188664.4703465556
6918,228242.13841022487
11792,136043.65334496697
3798,142572.78513300355
10395,128255.00268372474
11099,136847.0750828576
7090,189130.55920452543
11260,191807.29622731157
9647,214294.00112076488
2903,372986.7386467401
2071,181412.8063474623
8604,190722.5814774373
9346,203188.7236090029
3945,197338.68677192478
3420,149344.70113125202
10842,116153.67473862464
725,160262.35915866937
13931,196436.92642256516
16330,234761.28049560354
9066,433475.5081550924
3326,292728.0756386425
1556,281007.86089476914
6579,98296.56313020241
13877,140200.1871209587
9857,338068.99671364774
7302,270022.43044084765
5684,199630.05671497018
6513,229886.65308892395
11342,105126.17978203348
16561,229557.33287976775
6885,168081.7214820013
9308,177094.24504570002
2559,189364.18982990083
6648,179314.23523713
15260,164164.76077008792
5113,185865.75246626895
16492,171469.44034498287
12034,272757.9420258305
7248,227351.38036184083
2171,225422.23001025346
10594,168923.24363117246
13241,222915.50584896136
7032,141454.12163995902
4884,163218.80418958282
903,218324.2129953173
162,164284.8763097475
6566,279904.0196027575
8249,141007.43490282565
13106,181968.82753263862
256,112823.80936325513
7976,167620.455957515
8575,175228.31954032
7591,281876.1955960056
3204,237065.02274802595
15804,178772.09490035303
1525,328256.210988221
9038,199324.51775348544
13628,196571.1328635707
10016,203205.90347543277
10208,217655.11933753232
2008,196617.75539094652
13029,205923.3187629332
5099,122129.09684738705
9923,299834.81776362687
9461,108674.29198509232
11086,194113.45591067264
15057,297263.7912246841
10689,178953.91075909697
2053,213650.3288775033
16630,172675.6995537643
4985,165640.05517138718
13881,264410.8169235235
13225,170411.98782967147
5779,69373.43566039021
10262,181780.24616063936
10762,208312.1742044175
9513,205776.04252745185
11128,170086.4120410119
2074,314815.21892641275
933,201424.71236081742
2780,185015.04528989672
6594,114288.03427096388
15394,277191.8942163228
14863,143271.46451795712
6698,202052.55846957778
1611,283199.9686757971
174,183882.27804956932
5160,201349.04089242368
3295,335099.34495768265
4559,371958.88993238774
8254,167970.67272356615
10228,88234.09632321779
13924,135559.5070428984
15341,243474.96942303743
4353,162468.33053143744
4334,69566.51543719033
1872,152892.56482959696
7823,191679.12293103707
310,152240.38786143676
3704,248389.65990351076
11615,303205.0231648866
6605,211014.98053854366
3381,180012.5098111196
2143,129991.0307007902
3191,256550.3202535646
13980,130852.38361315029
15613,168060.25725487468
10943,302859.16984006297
9654,162345.5986182401
16053,474136.6093563731
14931,224258.02928044743
8299,223897.1094270286
2147,168590.44904117598
11567,343742.2968910648
5905,137727.97257951854
11160,114623.07589860482
8275,136064.4241918629
16398,279220.30232493824
11229,176498.44981780267
10309,150783.32501406875
7340,261649.486949924
7653,157984.94008179978
272,200199.8158599836
9831,232509.65308222873
5016,138633.1371741157
5968,60867.54253540054
796,244475.00962407
12123,117704.51747538925
16629,182042.32602501818
2637,172158.36063852796
6194,229226.10091426212
6216,392625.1628467162
14346,176440.90651580578
6428,132215.70883354597
2891,209844.9315252127
84,174343.699059554
9260,223855.0025031869
15250,135193.22345643872
2348,213495.16450924455
10427,295464.2425512806
13230,228737.3150351455
1691,212560.8227462625
8803,115452.17197344691
5464,232643.09749075945
10559,105971.56124557668
16787,312880.5731274795
4278,151537.67922399406
6183,164915.35681291064
12775,151245.01311526203
10104,173569.11608985352
13663,180323.4460368859
9404,259642.69832655284
14724,209333.87765622165
10040,181448.5966077907
4646,192407.75683333172
4754,151374.96224369248
3310,222233.95182052575
2003,180081.67572692284
7312,208223.97951997127
10921,234208.498595852
13419,309028.6565498405
10105,174793.91134862005
2196,425488.4004808379
12659,234430.2124141561
4380,253405.12009129729
10847,153122.34983236878
10805,272252.71879608475
8709,98553.44074949961
8319,184623.676139298
2215,183351.43301593597
7000,191582.7315849437
7701,97381.0325799516
9678,190491.630231767
14026,180005.08436750804
7971,159884.45543891066
13734,138231.97763772984
16483,214336.37426508646
6150,202633.81312530622
2931,282690.23078262835
5418,176739.87158085627
1662,468165.4582632607
2441,214837.6123479437
669,133651.7356981959
7734,181228.1823871866
6010,294657.9897075363
266,144460.64579630902
632,124507.96932643588
16221,106602.4544038898
11832,167552.2636070272
5035,114161.86635000039
37,121721.10173806733
6168,184769.31974740757
11757,182708.3958582604
8086,127693.7547662004
6529,237167.07590898813
15121,208677.0468126613
13904,134728.08986839073
3711,166775.94914721264
16563,141044.88858762084
14494,172049.71890327553
3006,234232.94673102727
15299,139114.84285669317
92,279301.51081315306
8066,163259.7306037065
16071,198291.2492899941
10662,138664.71698718486
3883,221300.33658069043
5511,129113.72975930333
2821,270630.6450443082
9570,205081.74841418056
4326,267285.77043075167
9251,228405.95467657602
9031,204540.00209512984
12689,189695.26651154493
16380,246327.84493992792
1053,243871.53640228763
4568,188876.91928537935
16140,105550.78330899474
14356,371155.24503783573
8466,181171.5052956738
15652,144516.87054346764
3285,119406.15141724938
3198,169897.64474986837
14088,385307.17987245816
2268,116890.81634369712
15472,199539.672918273
1203,220677.0318881247
7157,357037.2543629
6886,214679.50735643538
5083,259179.47996202574
7467,118393.64710063454
14068,206062.59919712448
2080,181564.72940930293
10865,145769.18419348318
13516,180868.23549032598
14150,211595.90803285394
7609,119413.20512751219
2144,384388.1945707423
10357,195341.25410295345
2396,242233.66823882388
1526,378149.0143647505
10890,242730.8688558431
8638,403017.70550041617
6050,265014.5888182631
7639,96706.58913922333
10544,195206.4234845265
9577,234881.8997082806
13195,214872.49255007214
3484,229339.12245364947
16668,421817.6037887891
7171,179421.11214227483
8547,211321.46791478136
12735,196113.40244915316
9093,185867.1731907362
15323,275593.1340710657
14897,137566.2832202169
5135,129881.07592773982
5327,233452.7110734942
13133,232820.9959608208
1676,314147.41192064644
16296,279893.96404890495
1095,143532.87100532732
12528,150941.73964574904
7348,273526.7462638146
11663,166030.0767949452
1803,188976.84527500175
1510,248243.15184454047
16045,184606.80952337207
2900,143675.1595566526
3236,171703.02177588793
1318,263680.8092412427
14948,228622.9767829489
7840,301674.3326711197
15325,186558.59703144955
8700,147495.4492873816
15706,201570.08888377633
14449,148580.02937260314
16117,180660.12252500092
4529,191992.2978342366
11199,201232.31851413078
4052,327937.9339127501
821,213041.3394276613
68,275339.20061917085
554,111952.81434198459
452,185254.02332524923
11394,283947.8010893678
11393,181239.17634634895
9535,146669.76506777326
4024,185735.48172768916
10069,222235.02712934668
12007,165517.11550102878
12368,429296.35970664036
1259,359315.14358543785
1124,316539.61196289974
3707,188209.0735680281
8767,165012.694902504
1919,165687.28001377062
16741,160931.67864982638
6664,262853.5849261424
5688,376272.416570987
7799,148421.82986506532
14843,313399.1114957869
7532,171539.06239158587
8133,142974.3789662953
6264,338627.88247139775
4125,152218.87798867418
2410,177005.32830280648
13607,207366.08715330518
1716,295644.2781820848
1370,125368.97685885006
2273,411232.66724608163
15298,340442.43895446643
4284,258041.4941556328
12303,157036.57681657493
7808,125916.23963875395
2203,144902.60697491007
7237,128387.61700193392
15864,163969.1013419798
2844,139480.5355476451
5729,164757.70309160353
11812,421668.0722322578
1779,150737.6112105519
6442,134992.34464453234
6160,223107.71592248755
8266,206795.27474389327
9903,158445.94875051166
2867,135684.76844392347
6998,166944.78073488467
13932,166702.74396867285
12587,164456.2137741692
3611,251779.9853965177
2646,307135.63277399016
1890,163482.48030075818
860,271884.14960514364
14187,194730.4661546696
12569,285550.3109522124
1276,88792.09404923547
12025,222175.02359264306
4890,288768.12663993944
14410,322806.00516121316
10352,374235.9465331352
11407,202920.42504803036
10384,163552.46351345428
7622,289264.1548198502
12578,166133.16061423768
15820,161448.0250432419
563,194413.23441810624
15226,159681.11283164046
6396,214120.59221670942
6247,133795.36197155918
3339,153306.11526380948
10975,300211.68675086775
7475,111273.39966841956
11129,197365.05097371966
3051,258218.85471117077
10232,249906.54604993196
14106,187226.80295926347
5502,231405.19208248093
4558,73538.18930918284
4181,135784.91559102494
8426,119879.99151982328
6611,172296.81995182543
14641,149410.7774179294
15539,274195.31293474865
13119,143538.63604312125
11716,190191.950918441
7316,268728.9029718921
7791,103906.49185510915
13034,324641.92953635106
1068,268381.55502450356
4060,171430.75856287792
10172,213792.50793554564
2591,180014.7219381708
12494,355544.4842295998
7828,330069.703820782
15284,193097.20960426034
7947,180278.76423310259
16335,218796.14428377594
10234,350103.44333945634
2797,249639.09366737326
5341,242343.3224015327
3059,250335.7024535842
1559,67876.0624919667
15320,294483.9525108176
10284,361807.0202115678
4134,216289.15542809461
4481,200057.00760106472
7222,148804.09351099783
4062,251867.03933542466
2192,201729.82711634802
9637,183988.26179013017
16236,153539.18450858266
4272,168913.65774711134
9406,282783.7109455462
14309,236877.07672988143
1946,293145.80145230034
16235,232638.93867821898
7146,153897.86147063496
16784,241706.381121244
349,315054.0172683847
6251,162892.65617026677
5128,370659.0683007943
11718,168719.54341707664
16721,93279.89098222062
12517,223081.34372078205
15961,179025.10485903238
9428,153030.72295319082
14541,141950.8897880327
10168,114201.12073560973
11270,165548.866302608
13210,214706.90916661272
11518,168863.57322654137
12612,165117.02399803643
16352,122465.89709156204
9935,144804.61441625055
15521,298700.14732537814
11482,192997.08746686202
11443,175269.16837584908
9459,236587.66633888322
9218,168168.9481949181
854,160760.67833990123
5619,145247.56644745762
9208,175681.96902049528
4391,138946.77810873598
15207,159215.3930855814
7183,182278.28153741054
16442,219148.0127999905
7936,81730.10129500252
10606,346095.63974350767
4979,164544.7889834973
4854,320792.00196419173
16476,147544.4453137641
10516,157457.60437004897
16261,269257.4245606664
90,409094.0765530458
5433,173318.6153685827
14338,150409.25079101813
13487,229978.84532866848
8211,479603.20724478643
170,154753.14121903336
14051,94306.81498668263
10686,200775.08351275328
7595,304339.622698044
6777,370636.87284352013
14661,165613.42481026205
13991,328436.54634486896
16795,174908.56775050794
2740,130095.2393454736
7368,358213.34033911134
2413,250551.85292561082
1852,453341.58887494914
15200,391385.9729502982
8467,316747.08472414623
16379,282270.65154648706
3375,185233.715168791
5945,418630.8845477447
2641,167646.37090354238
2837,314493.71571019164
3498,235805.7207289539
10876,153153.4007376424
1285,225391.11619157216
9285,224754.2159914511
4015,314091.08131165116
2526,180473.0769218408
7814,188514.7479354144
7117,301530.9200344837
12359,112732.90419253422
3303,261342.27907668918
13874,163149.80824708522
5484,175844.4118701493
15067,150563.51119861563
12639,218404.99710075624
3388,250093.11810624402
4256,200375.7148871463
15738,201258.41127388162
14049,180769.46250103257
15780,180738.62051545427
9564,168796.0260810079
11910,202868.312112524
11315,187972.085814337
1733,157528.19897498094
3910,379609.86894412123
7552,446812.24099533755
254,196444.19314024033
5222,199059.32789493763
8314,235787.89663694904
16743,211889.9207202879
10335,100789.32879902613
8226,272846.9885451481
12254,222071.18438882774
13152,215299.40104649513
15020,206340.41817617812
16349,217465.04253650672
11924,160217.15973764035
12543,195293.25340250236
14114,241208.10606624078
12318,236875.08119041036
15383,167587.98325937235
6679,226853.3746484933
635,185833.1624165689
15993,284634.0140655048
11375,184134.85351079513
11216,179681.50185457765
15401,239338.74262319595
11301,131956.13993847076
13804,258219.41934954436
10839,192859.58684602266
1588,336091.8445028674
3596,192113.30032339663
5816,168974.26808729902
8099,132876.54827688605
6551,189185.09704519398
14075,554816.1511492364
13431,205158.4326260547
9481,331506.9313898524
5295,149035.30234277924
15859,379065.6224120973
10634,325800.56503452855
444,240367.7177758042
11686,261111.30530467498
1213,208138.86130704088
13970,199479.92722240256
6849,420366.1024883629
9911,258531.16538276628
5649,134870.1148171169
7184,245380.24812250098
5877,281961.21435879014
1655,218248.5289112897
15301,203928.5421595675
12389,237514.4865219107
5241,273734.30620125
7048,155783.71984139198
10574,154469.71959991916
8593,139015.47273124888
4752,170423.4579671942
14663,177581.66916404964
10994,198000.75142506885
87,66628.32858925113
5132,115051.33778574233
6372,404675.9365031582
7411,330254.82851666905
3319,257069.77262844663
9355,128218.23081780323
5139,279684.3341495124
56,305178.34738425846
3249,167210.2808633386
5047,87123.69462286303
13238,329822.39194552024
2190,297069.7914353926
15599,169387.52986529743
6542,156363.4791425698
1968,134317.89682186997
5630,153459.79161756628
9157,228396.86180122098
789,188154.2854444225
1413,261981.20300211108
12514,259136.08934372792
13459,133486.7738652368
1345,242032.11476214608
4034,199798.3602477478
15169,139927.10973267673
6770,245264.0886163753
3334,180944.8487518165
12998,151791.93554845286
15870,228512.41065164816
1871,147950.1562561707
5770,165104.5051667843
13196,118456.64557373029
7633,207002.89286221153
10699,218829.74822566507
15470,199156.79210219864
1903,541347.5879946386
13860,219049.97215335665
7649,248645.8525004261
11043,218809.51032052512
2922,243493.9913506412
7538,355215.9651524385
9477,117137.24464449653
117,498276.1614565319
1457,272801.1556640197
7082,173088.6300479082
3053,266387.1936313756
12522,106149.54028611109
5744,429562.8585336928
13566,351989.17532569286
1464,119858.23091302998
3852,125715.3041848423
9557,234363.57624240004
14719,411693.75608032825
13978,128973.60460812834
3286,149689.36461341384
13019,390838.4915190175
1421,141778.5660890431
13502,183299.33337067234
14811,119872.63850195172
9297,309304.9405889292
7749,462420.9182119418
16555,135404.46490917442
14576,188402.1403234267
12766,163620.923807729
4679,147438.64996854583
10033,201766.64078822368
11231,261259.17503865607
15112,152215.69759171124
10617,178188.39567356763
2175,162807.5630512972
16502,482629.41228096705
10106,196724.67164188556
12561,150620.40098477484
15907,302991.7023617958
8069,122940.48415368942
8316,115694.08264529487
12343,253342.09835092933
12092,163099.81520805488
1527,178290.22495610974
10010,228336.29415397233
655,109389.3771340547
10549,137776.1336763517
3248,116930.79165666371
13499,291545.6563101798
14959,200091.82417036002
6070,157719.0640778053
11360,238281.5485246829
12102,195375.83727044577
11870,296226.682758209
3713,92698.32577328071
3230,141948.26079406703
7742,217337.83728011773
15092,358045.8006436103
8728,304777.42736735515
3386,139026.17892936594
9409,149166.4873327064
16545,251807.53714665637
3127,157252.5802647814
11344,171227.1090731212
2112,203216.05962992538
7310,212185.05262498895
6313,197227.59060101226
3681,409230.90719011624
5114,403692.92466672824
270,155713.00178378177
14350,179720.69357606396
12223,333306.3473433627
1066,170750.30322552094
16116,372135.64503568254
11410,503755.2599341295
4088,152517.979521094
5956,189652.17034614595
14669,135906.86803792728
13871,136494.70707722116
4126,234328.8506524411
12114,222220.87700251144
16607,172857.35352541078
4266,212759.8988875177
13518,208907.88135937424
11856,302672.9952806544
3885,242059.52066744358
8891,153146.86653286617
